anio_tri,anio,trimestre,provincia,accesos por cada 100 hogares,variacion de los accesos por cada 100 hogares
20204,2020,4,Buenos Aires,68.98,0.019509311262193352
20204,2020,4,Capital Federal,108.31,0.005850668647845447
20204,2020,4,Catamarca,49.41,0.04770992366412208
20204,2020,4,Chaco,43.03,0.03586904188733753
20204,2020,4,Chubut,68.35,0.00014632718759122199
20204,2020,4,Córdoba,78.08,0.038021802712044694
20204,2020,4,Corrientes,42.43,0.016287425149700496
20204,2020,4,Entre Ríos,59.47,0.02199690668499743
20204,2020,4,Formosa,32.49,0.018176120338452062
20204,2020,4,La Pampa,81.77,0.03166792833711818
20204,2020,4,La Rioja,50.11,-0.0001995211492418214
20204,2020,4,Mendoza,38.63,0.03427041499330663
20204,2020,4,Tierra Del Fuego,76.27,-0.007030334591850096
20204,2020,4,Santiago Del Estero,43.75,0.008529276164130906
20204,2020,4,Santa Fe,73.58,0.02024403771491956
20204,2020,4,Santa Cruz,37.0,0.029207232267037364
20204,2020,4,San Luis,81.68,0.021510755377688984
20204,2020,4,Tucumán,54.78,0.029118917903437902
20204,2020,4,Salta,54.04,0.032874617737002954
20204,2020,4,Río Negro,61.09,0.07081507449605629
20204,2020,4,Neuquén,67.0,0.026977314530962637
20204,2020,4,Misiones,42.64,0.02499999999999991
20204,2020,4,San Juan,36.32,-0.0636762052075277
20211,2021,1,Jujuy,55.63,0.040591096146651795
20211,2021,1,Buenos Aires,69.11,0.0018846042331108759
20211,2021,1,Capital Federal,108.42,0.0010156033607238157
20211,2021,1,Catamarca,48.9,-0.01032179720704307
20211,2021,1,Chaco,43.14,0.0025563560306762767
20211,2021,1,Chubut,68.99,0.009363569861009502
20211,2021,1,Córdoba,78.59,0.006531762295082011
20211,2021,1,Corrientes,42.66,0.0054206929059625875
20211,2021,1,Entre Ríos,60.44,0.016310744913401676
20211,2021,1,Formosa,32.73,0.007386888273314796
20211,2021,1,La Pampa,81.78,0.00012229423994125632
20211,2021,1,La Rioja,49.81,-0.005986828976252134
20211,2021,1,Mendoza,39.15,0.013461040641987942
20211,2021,1,Tierra Del Fuego,77.35,0.014160220270093005
20211,2021,1,Santiago Del Estero,45.67,0.043885714285714306
20211,2021,1,Santa Fe,73.92,0.004620820875237852
20211,2021,1,Santa Cruz,41.65,0.1256756756756756
20211,2021,1,San Luis,81.24,-0.0053868756121451256
20211,2021,1,Tucumán,54.82,0.0007301935012777871
20211,2021,1,Salta,53.93,-0.002035529237601752
20211,2021,1,Río Negro,60.88,-0.00343755115403499
20211,2021,1,Neuquén,66.84,-0.002388059701492473
20211,2021,1,Misiones,43.17,0.012429643527204437
20211,2021,1,San Juan,39.06,0.07544052863436135
20212,2021,2,Jujuy,56.18,0.009886751752651302
20212,2021,2,Buenos Aires,70.0,0.012878020546954083
20212,2021,2,Capital Federal,110.14,0.015864231691569808
20212,2021,2,Catamarca,52.34,0.07034764826175888
20212,2021,2,Chaco,43.33,0.004404265183124645
20212,2021,2,Chubut,72.29,0.04783301927815642
20212,2021,2,Córdoba,80.12,0.01946812571573986
20212,2021,2,Corrientes,43.54,0.020628223159868897
20212,2021,2,Entre Ríos,61.66,0.020185307743216363
20212,2021,2,Formosa,33.23,0.0152765047357164
20212,2021,2,La Pampa,82.08,0.003668378576669129
20212,2021,2,La Rioja,76.98,0.5454727966271833
20212,2021,2,Mendoza,40.97,0.0464878671775224
20212,2021,2,Misiones,45.01,0.0426221913365763
20212,2021,2,Neuquén,69.14,0.03441053261520044
20212,2021,2,Río Negro,61.94,0.01741130091984222
20212,2021,2,Salta,54.93,0.018542555164101637
20212,2021,2,San Juan,39.28,0.005632360471070186
20212,2021,2,San Luis,83.48,0.027572624322993677
20212,2021,2,Santa Cruz,44.01,0.05666266506602646
20212,2021,2,Santa Fe,75.07,0.015557359307359242
20212,2021,2,Santiago Del Estero,46.56,0.019487628640245225
20212,2021,2,Tierra Del Fuego,67.89,-0.12230122818358102
20212,2021,2,Tucumán,54.93,0.0020065669463700253
20213,2021,3,Jujuy,55.69,-0.008721965112139629
20213,2021,3,Formosa,33.96,0.02196810111345182
20213,2021,3,Entre Ríos,62.18,0.008433344145313049
20213,2021,3,Corrientes,44.9,0.031235645383555388
20213,2021,3,Buenos Aires,71.68,0.02400000000000002
20213,2021,3,Chaco,42.96,-0.008539118393722567
20213,2021,3,Catamarca,52.71,0.007069163163928138
20213,2021,3,Capital Federal,111.27,0.010259669511530678
20213,2021,3,La Pampa,84.28,0.026803118908382162
20213,2021,3,Chubut,80.71,0.11647530778807558
20213,2021,3,La Rioja,77.26,0.003637308391789995
20213,2021,3,Córdoba,81.28,0.014478282576135815
20213,2021,3,Misiones,45.57,0.012441679626749691
20213,2021,3,Tucumán,54.64,-0.005279446568359769
20213,2021,3,Tierra Del Fuego,94.95,0.3985859478568272
20213,2021,3,Santiago Del Estero,47.0,0.009450171821305808
20213,2021,3,Santa Fe,75.02,-0.0006660450246436245
20213,2021,3,Santa Cruz,43.75,-0.005907748239036503
20213,2021,3,Mendoza,45.55,0.11178911398584335
20213,2021,3,San Juan,39.46,0.0045824847250508505
20213,2021,3,Salta,55.96,0.01875113781176041
20213,2021,3,Río Negro,61.97,0.00048433968356476065
20213,2021,3,Neuquén,69.71,0.008244142319930425
20213,2021,3,San Luis,79.87,-0.04324389075227597
20214,2021,4,Jujuy,56.92,0.02208655054767461
20214,2021,4,Buenos Aires,75.66,0.05552455357142838
20214,2021,4,Capital Federal,111.27,0.0
20214,2021,4,Catamarca,55.25,0.04818819958262188
20214,2021,4,Chaco,44.05,0.025372439478584585
20214,2021,4,Chubut,82.57,0.023045471440961363
20214,2021,4,Córdoba,84.51,0.039739173228346525
20214,2021,4,Corrientes,45.51,0.01358574610244978
20214,2021,4,Entre Ríos,63.16,0.01576069475715669
20214,2021,4,Formosa,34.45,0.014428739693757464
20214,2021,4,La Pampa,89.57,0.06276696725201703
20214,2021,4,La Rioja,77.92,0.00854258348433845
20214,2021,4,Mendoza,47.51,0.043029637760702455
20214,2021,4,Misiones,49.06,0.0765854728988371
20214,2021,4,Neuquén,73.3,0.05149906756562905
20214,2021,4,Río Negro,65.69,0.06002904631273198
20214,2021,4,Salta,56.81,0.015189421015010751
20214,2021,4,San Juan,39.59,0.003294475418144982
20214,2021,4,San Luis,80.3,0.005383748591460957
20214,2021,4,Santa Cruz,43.05,-0.016000000000000014
20214,2021,4,Santa Fe,77.09,0.027592641962143505
20214,2021,4,Santiago Del Estero,47.05,0.0010638297872340718
20214,2021,4,Tierra Del Fuego,98.4,0.03633491311216441
20214,2021,4,Tucumán,55.93,0.023609077598828687
20221,2022,1,Jujuy,58.06,0.02002810962754742
20221,2022,1,Formosa,34.96,0.014804063860667682
20221,2022,1,Entre Ríos,63.7,0.008549715009499748
20221,2022,1,Corrientes,47.64,0.0468029004614372
20221,2022,1,Buenos Aires,76.08,0.0055511498810467685
20221,2022,1,Chaco,44.06,0.00022701475595932052
20221,2022,1,Catamarca,58.21,0.05357466063348415
20221,2022,1,Capital Federal,111.8,0.004763188640244387
20221,2022,1,La Pampa,91.66,0.02333370548174618
20221,2022,1,Chubut,88.05,0.06636793024100762
20221,2022,1,La Rioja,78.77,0.010908624229979402
20221,2022,1,Córdoba,85.76,0.014791148976452506
20221,2022,1,Misiones,49.04,-0.00040766408479420146
20221,2022,1,Neuquén,74.17,0.011869031377899075
20221,2022,1,Río Negro,67.04,0.020551073222712768
20221,2022,1,Salta,56.11,-0.01232177433550441
20221,2022,1,San Juan,43.55,0.10002525890376335
20221,2022,1,San Luis,80.72,0.00523038605230397
20221,2022,1,Santa Cruz,43.34,0.006736353077816615
20221,2022,1,Santa Fe,77.3,0.002724088727461327
20221,2022,1,Santiago Del Estero,47.17,0.0025504782146652527
20221,2022,1,Tierra Del Fuego,98.29,-0.001117886178861771
20221,2022,1,Tucumán,57.39,0.02610405864473453
20221,2022,1,Mendoza,48.74,0.02588928646600719
20222,2022,2,Jujuy,57.32,-0.01274543575611442
20222,2022,2,Formosa,43.42,0.24199084668192228
20222,2022,2,Entre Ríos,63.9,0.0031397174254317317
20222,2022,2,Corrientes,48.35,0.014903442485306506
20222,2022,2,Buenos Aires,77.58,0.01971608832807581
20222,2022,2,Chaco,43.79,-0.006128007262823476
20222,2022,2,Catamarca,62.4,0.07198075931970438
20222,2022,2,Capital Federal,121.31,0.08506261180679786
20222,2022,2,La Pampa,92.98,0.014401047348898244
20222,2022,2,Chubut,83.19,-0.05519591141396929
20222,2022,2,La Rioja,80.14,0.01739240827726296
20222,2022,2,Córdoba,87.48,0.020055970149253755
20222,2022,2,Misiones,51.0,0.039967373572593834
20222,2022,2,Neuquén,80.02,0.07887285964675739
20222,2022,2,Río Negro,67.85,0.012082338902147827
20222,2022,2,Salta,57.54,0.025485653181251067
20222,2022,2,San Juan,49.46,0.1357060849598164
20222,2022,2,San Luis,81.76,0.01288404360753237
20222,2022,2,Santa Cruz,43.15,-0.004383940932164432
20222,2022,2,Santa Fe,77.9,0.0077619663648125226
20222,2022,2,Santiago Del Estero,47.7,0.011235955056179803
20222,2022,2,Tierra Del Fuego,99.86,0.015973140706073696
20222,2022,2,Tucumán,59.31,0.03345530580240452
20222,2022,2,Mendoza,49.39,0.013336068937217949
20223,2022,3,Jujuy,58.91,0.027739009071877208
20223,2022,3,Formosa,43.76,0.007830492860432914
20223,2022,3,Entre Ríos,63.67,-0.0035993740219091297
20223,2022,3,Corrientes,48.21,-0.002895553257497463
20223,2022,3,Capital Federal,122.28,0.00799604319512004
20223,2022,3,Chubut,84.38,0.014304603918740222
20223,2022,3,Chaco,43.86,0.0015985384791048496
20223,2022,3,Catamarca,65.33,0.04695512820512815
20223,2022,3,La Pampa,96.59,0.038825553882555486
20223,2022,3,Córdoba,88.31,0.009487882944672954
20223,2022,3,La Rioja,80.66,0.006488644871474936
20223,2022,3,San Juan,50.8,0.02709260008087333
20223,2022,3,Misiones,51.82,0.01607843137254905
20223,2022,3,Neuquén,80.37,0.00437390652336922
20223,2022,3,Río Negro,67.98,0.0019159911569639476
20223,2022,3,Salta,57.76,0.003823427181091299
20223,2022,3,San Luis,81.74,-0.0002446183953034309
20223,2022,3,Santa Cruz,43.19,0.0009269988412514696
20223,2022,3,Santa Fe,78.55,0.00834403080872903
20223,2022,3,Santiago Del Estero,47.98,0.005870020964360512
20223,2022,3,Tierra Del Fuego,99.51,-0.0035049068696173524
20223,2022,3,Tucumán,61.14,0.030854830551340306
20223,2022,3,Mendoza,51.03,0.03320510224741846
20223,2022,3,Buenos Aires,78.11,0.006831657643722622
